headline,label
"Stage set for stormy second leg of Budget session amid rows: Waqf to tariffs, voter rolls to delimitation",0
Today in Politics: Three-judge SC Bench may hear stray dog matter; Cong to hold protest marches against ‘vote theft’,0
"West Bengal SIR: ‘Logical discrepancies’ defy science, Election Commission informs Supreme Court",0
"Decode Politics: How have powers of J&K LG ‘changed’, and why are parties objecting",0
‘Vinesh as MLA will give women new confidence’: Julana village gets set to honour ‘bahu’ with 100gm gold medal,0
"As Congress eyes maximum returns in Telangana, why Mahabubnagar is a must-win",0
"RJD MP Sudhakar Singh interview: ‘We were worse off in 2010, yet we came back strongly … Will bounce back again’",0
Operation Sindoor showcased India’s moral clarity and military resolve: President Droupadi Murmu,0
"RSS admits to ‘issues’ with BJP but says, ‘It is a family matter … will be resolved’",0
"Rajasthan party renews demand for a Bhil Pradesh for tribals, BJP leaders slam ‘divisive’ move",0
"Kashmiri doctor arrested in Faridabad, over 360 kg of explosives, weapons recovered",0
"Supreme Court pulls up woman lawyer for language used in Facebook post, asks her to move High Court",0
"Randeep Singh Surjewala’s son banks on family legacy, fights ‘videshi’ tag in Haryana poll battle",0
‘All is not well’: Rumblings in Goa BJP as ministers play blame game over Bill fiasco,0
PM Modi to inaugurate new PMO at ‘Seva Teerth’,0
"Rural Maharashtra turnout higher than urban areas, voting percentage rose in 268 seats: Do numbers show who has the edge?",0
Modi govt’s ‘Liberation Day’ celebration for Hyderabad holds legacy of another PM,0
"Kuki-Zo civil society groups, MLAs won’t engage with Centre; only groups in SoO pact to hold talks",0
"What happens when Union ministers, CM share the floor? A problem of protocol, precedence in Odisha Assembly",0
"Jagan names 12 ‘common voters’ among YSRCP’s ‘star campaigners’: Homemakers to farmers, auto driver to tailor",0
"At 19, BJP last contested fewer seats in Valley back in 1996, has never won any",0
"Punjab Agriculture Minister: ‘Tempers will flare up if something happens to Dallewal…If Centre could meet protesting farmers in Feb, why not now?’",0
Court grants more time to Sonia Gandhi to file response on plea over inclusion of her name in electoral roll,0
"Wheels within wheels in Bihar: Amid NDA vs  INDIA, why polls may rejig lines between allies",0
A panchayat dream and a daughter’s murder,0
"How Bitcoin entered Maharashtra polls: Two old probes, an expert-turned-accused, a witness’s new testimony",0
"India set to become world’s third largest aviation market, Airbus outlines its industrial footprint",0
"Prashant Kishor kicks off campaign from Tejashwi bastion, keeps debut options open",0
"Chandrababu Naidu interview: ‘There is a sentiment for caste census, you must honour it… (use it) to reduce economic disparities’",0
"A fast and the furious: As a hunger strike enters 22nd day in Punjab, protesting farmers dig heels in",0
"Fate of 60 lakh Bengal voters in limbo; EROs, electors in dark on process, reasons why names were flagged",0
Waqf Bill debate: Congress claim of no ‘clause-by-clause’ discussion a concern repeatedly raised by Opposition,0
"Ladakh violence comes ahead of talks with Centre, after long gap, growing rift",0
India airlifts 197 citizens who worked in Myanmar cybercrime hub from Thailand,0
Government working on India Post's business process reengineering: Jyotiraditya Scindia,0
How Azam Khan’s letter from prison has cast a shadow on SP-Congress ties,0
"Ahead of U.S. Ambassador arrival, Trump okays 500% tariff Bill on Russian oil; withdraws from India-led ISA",0
Mango kernel deaths trigger ration war of words: Was there enough rice?,0
Supreme Court condemns denial of bail to give accused a ‘taste of imprisonment as a lesson’,0
"In jolt to BJP, BPF sweeps Bodoland council polls, Hagrama Mohilary returns to centre stage",0
Where Bihar 2025 meets ‘1984’: George Orwell’s forgotten home in Motihari,0
"In old stomping ground, Haryana CM Saini in for a fight, banks on personal touch",0
"Haryana rout: Two months later, Congress ‘fact-finding’ panel again blames BJP, EC",0
"In jolt to BJP, Bhojpuri singer Pawan Singh pulls out of Bihar fray: ‘I will be true party soldier’",0
Government to procure business jets for defence dignitaries and chiefs of armed forces,0
"Amid PMK rift, S Ramadoss called a meeting of 230 leaders, but only 13 turned up",0
BJP women MPs seek action against Opposition MPs alleged to have brought ‘disrepute’ to Lok Sabha,0
"Newsmaker | Arrested for slapping a bureaucrat, who is Rajasthan’s ‘Chhota Kirodi’ Naresh Meena?",0
"Vizhinjam: The several storms, and some politics, on way to a Kerala port",0
"BMC results redraw Mumbai’s pecking order: Fadnavis on top, Uddhav lives to fight another day, Shinde slips",0
"Motion to remove Justice Varma to begin in Lok Sabha; ‘No doubts remain,’ says govt",0
"As Siddaramaiah finds himself in a spot over ED case, where the Congress high command stands",0
"Cabinet approves ₹10,000 crore fund for startups to mobilise venture capital, support deep-tech entities",0
"Amidst split global opinion on Trump’s strike on Maduro, Modi government plays it safe",0
"As President raises questions on SC order, a look at pending Bills in Opposition states",0
"CBI registers loan fraud cases against Reliance ADA Group firms, searches premises of Anil Ambani’s son",0
"Inside the CBI room: After a 4 pm lunch break, Vijay faces a gruelling day of questioning",0
Rahul Gandhi accuses government of giving a free rein to monopolies with flawed policies,0
PM Modi flags off four new Vande Bharat Express trains from Varanasi,0
RJD’s challenge in Siwan: Shahabuddin is dead. Long live Shahabuddin,0
"EC cites Bihar SIR: Over 75% voters linked to 2003 electoral roll, seeks replication across states",0
"Unsafe drinking water fuels antimicrobial resistance among isolated tribal communities in Kerala, Karnataka and Tamil Nadu: study",0
"‘Whatever is legitimate for Manipur should be done… The legal, natural right of any group, they should be given’: ABVP national gen secy",0
"Maharashtra govt. unhappy with Jitendra Singh’s statement on IIT-Bombay, Minister tells House",0
Today in Politics: RN Ravi’s conference with VCs sets stage for new battle with DMK,0
PM Modi says ‘first House Session in 10 yrs with no fires lit by foreign spark’. What was he referring to?,0
"No scarcity of key anti-TB drugs in central, State stocks: Union Minister",0
NIA obtains 11-day custody of Anmol Bishnoi after U.S. deportation,0
"Vijay Diwas 2025: PM Modi, President Murmu pay homage to 1971 war soldiers; Congress hails Indira Gandhi leadership",0
India sets its own air standards; global rankings not official: Government tells Parliament,0
"As Shinde sulks, BJP readies power-sharing deal, claims Mumbai, leaves Thane for Sena",0
President grants assent to SHANTI Bill that opens up nuclear sector for private participation,0
"BJP set to unveil new Tamil Nadu chief tomorrow, MLA Nainar Nagendran’s name all but final",0
Supreme Court notice on challenge to Kerala HC’s dismissal of plea on appointment of temple priests,0
Asaduddin Owaisi on Bihar results: ‘Why onus of stopping BJP be on Muslims… (who) have no confidence in Oppn’,0
"At Speaker’s tea, PM Modi, Priyanka Gandhi share a light moment: What the two chatted about",0
"Today in Politics: Rahul Gandhi in Gujarat; Andhra, Telangana CMs to hold talks in Hyderabad",0
"George Fernandes: The man who stopped the Railways, powered an underground network",0
Arvind Kejriwal among top AAP losers as Congress gets more votes than BJP’s winning margin in 13 seats,0
"Decode Politics: Amid tussle with Centre over language, NEP, why Tamil Nadu has unveiled its own education policy",0
Hathras to Lakhimpur Kheri to Sambhal: Cases of Oppn leaders stopped by UP police,0
"In prestige Jharkhand battle, JMM trounces BJP, retains Ghatsila seat",0
ED conducts searches into alleged IBC misuse in undervalued land sale,0
"PF contributions on wages beyond ₹15,000 voluntary: Labour Ministry",0
"Congress flags ‘self-respect’ at CWC meet, alliance makes an outreach to EBCs",0
"Hardeep Puri must clarify his ‘62 email exchanges, 14 meetings’ with Epstein: Congress",0
Decode Politics: How TMC scored an emphatic win in Bengal and why BJP stumbled again,0
"Opposition’s overtures fall flat, Vijay reiterates lone-wolf strategy as his party resumes activity after Karur tragedy",0
"Who is ex-JD(S) MP Prajwal Revanna, found guilty in first of four rape cases?",0
"CBI charge sheet names 17 persons, 58 firms for cyberfraud",0
2 Kashmiri vendors face harassment in Haryana; FIR filed,0
Geo TV’s claims on Rafale losses ‘entirely fabricated’: French Navy,0
"Karnataka now kicks off SC sub-caste survey, leaders call for ‘clear identification’ to ensure benefits",0
Why Arunachal’s 46-year-old ‘anti-conversion law’ is leaving neighbouring states jittery,0
"Decode Politics: Karnataka caste survey findings, recommendations, and how it’s likely to play out",0
"Who is Bhupesh Baghel’s son Chaitanya, raided by ED in liquor scam probe?",0
"Abu Azmi: ‘Why should people trust Cong, NCP if they ally with Sena (UBT) that hails Babri demolition’",0
Today in Politics: Priyanka Gandhi to file Wayanad bypoll nomination after roadshow with Rahul,0
Notable increase in India’s oil sources: CEA highlights in Economic Survey,0
Congress hid Muslim League’s attacks on Patel: BJP,0
"Passenger beaten by off-duty Air India Express pilot suffers nasal fracture, seeks justice",0
Mamata’s actions amount to serious penal offences: BJP,0
"Great Nicobar project will boost India’s maritime global trade, says Amit Shah",0
"Wayanad tragedy: How different parties, governments, states ensure reports on Western Ghats stay buried",0
‘Kingpin of threat culture at R G Kar’: TMC Youth Wing member finds little support,0
Munich Security Conference: Jaishankar meets Ukrainian counterpart Andrii Sybiha,0
"Decode Politics: In Kanpur, amid fire from Mayawati, Azad, why BJP civic body scrapped Shivalaya Park",0
"In Jharkhand’s tribal, non-tribal politics, the search for an OBC face",0
"Supreme Court banks on state’s case of ‘hierarchy of participation’ to justify no bail to Umar Khalid and Sharjeel Imam, but bail to others in Delhi riots case",0
Decode Politics: Why BJP has expelled a Poonch leader over a ‘hate speech’,0
"In Ambedkar, divided Opposition finds a common rallying cry",0
"In country’s most underdeveloped districts, BJP cedes some ground to Congress",0
"Non-application of mind, ‘copy-paste’ order led to detention under NSA: Wangchuk in Supreme Court",0
"Caste census amidst Bihar polls: NDA boasts of a coming ‘aandhi’, RJD to demand specifics",0
‘Centre has a sight of things in Manipur but no vision … Budget could have been healing touch’: TMC MP Sushmita Dev,0
"In echo of Rahul Gandhi’s ‘social justice’ pitch, AICC rejig balances castes, pushes for OBC faces",0
J&K DGP who has political parties ruffled is among Valley’s most powerful post-Article 370 abrogation,0
What is happening in Karnataka Congress? Proxy battles resume after a brief lull,0
"Sharad Pawar looks outside family, picks low-key Maratha leader for Maharashtra chief",0
Court orders release of Christian Michel James,0
"Amid ‘Ram’ and ‘Samvidhan’ debate, more lowly concerns in Ayodhya",0
"After MGR, Jaya, who? ADMK battles with the legacy question",0
"Govt. links intel grid to National Population Register, agencies can access details of 119 crore residents",0
ED lens on Karnataka Home Minister and long-time wannabe CM: Who is G Parameshwara?,0
"Rahul Gandhi renews vote theft charge, attacks PM Modi",0
Sonia Gandhi discharged from hospital,0
"In Delhi, why sops trump aspiration pitch as BJP, Congress follow AAP playbook",0
An ‘apology’ that wasn’t: How GST ‘row’ around a Tamil Nadu restaurant chain made state BJP eat its words,0
Bombay HC clears way for 26/11 mastermind Abu Jundal’s trial,0
"Ex-bus conductor, nonagenarian musician among 45 awarded Padma Shri in ‘unsung heroes’ category",0
"Names announced in five seats, demand for seven more: Why SP is pressing its case in Maharashtra",0
"Back from a sabbatical in UK, why Tamil Nadu BJP chief Annamalai is likely rethinking his stand against AIADMK",0
"In eye of a fresh storm, how Bikram Majithia became a lightning rod for Punjab drug rows",0
‘More focused on targeting her brother’: Is Y S Sharmila at risk of losing Andhra Congress rank and file?,0
Why Gopal Kanda almost allied with the BJP — and then did not,0
"Amit Shah vs TMC over Bengal border fencing, ‘infiltration’ flares amid land delays",0
Prasar Bharati Chairman Navneet Kumar Sehgal resigns,0
Voting is also a reflection of citizens’ faith in the democratic process: President,0
TDP’s Rajya Sabha ranks set to include businessman once at heart of internal CBI war,0
"As Nitin Nabin takes charge, a look at how BJP appoints its president: Unanimous choice, no elections",0
Today in Politics: BJP to hold candlelight rally against vandalism at Kolkata doctors’ protest site; Sisodia set to kick off padyatra,0
Today in Politics: PM Modi to address YUGM conclave; Rahul Gandhi to visit Raebareli amid state Cong revamp,0
"BJP eye on south, data shows rise in PM Modi visits to five states",0
Youth Congress president arrested over AI summit protest: Who is Uday Bhanu Chib?,0
Bus tragedy: High-level Indian delegation arrives in Saudi Arabia,0
West Bengal SIR plans may be delayed as complaints vex 2002 voter list,0
"Day with Kanhaiya Kumar on his Bihar Yatra: Focus on migration, jobs; gets mixed response",0
"Maharashtra buzzes again: Why did Devendra Fadnavis meet Raj Thackeray, Sena (UBT) leaders?",0
When Nehru moved resolution that became basis for Preamble: ‘This House cannot bind down the next generation’,0
"Congress targets Govt on US tariffs: Close ties yes, but 27% will hurt India’s foreign trade",0
Today in Politics: Telangana government to table caste survey report in Assembly,0
"Former Mumbai top cop, now in Congress: Who is Sanjay Pandey",0
"Committee to Protect Journalists writes to PM Modi, urges him to address the matter of jailed journalists",0
Today in Politics: Punjab Congress leaders to huddle in Delhi over delimitation,0
"Congress needs to present a united front, step up heat on unpopular LDF govt in Kerala, says Chennithala",0
"Day after Digvijaya Singh, Manickam Tagore fuels row: ‘RSS built on hatred … Can you learn anything from al-Qaeda?’",0
"8 Bihar ministers in Modi govt but NDA’s choices reflect regional, social imbalances",0
Why Madhya Pradesh Congress has zeroed in on Shivraj Chouhan bastion to launch overhaul,0
"Today in Politics: Mann may rejig Punjab Cabinet, 4 ministers likely to face axe; Rahul in J&K on last day of phase 2 campaign",0
"In Dharwad roiled by a murder, Pralhad Joshi eyes fifth term amid Lingayat rumblings, ‘anti-incumbency’",0
"As Nitish Kumar begins 10th innings, where NDA’s Bihar 2025 sweep ranks in poll dominance",0
PM Modi leaves for India after concluding two-day visit to Malaysia,0
"ED attaches properties worth ₹10,021.46 crore in PACL case",0
"From the Urdu Press: ‘Mamata is not Kejriwal, Bengal won’t be a cakewalk for BJP’, ‘Kejriwal hubris did AAP in’",0
"Decision on agreed 18% U.S. tariffs expected within ‘3–4 days’, sources say",0
"Amit Shah in troubleshooter mode, BJP partners in Maharashtra may get desired seat share",0
"At Ground Zero of farmer, Opp protests, Krishi Bhawan gets ‘image makeover’ with new faces",0
"Behind Centre’s nod for Chennai Metro II, signal to NDA allies and DMK",0
PM Modi doesn't have courage to answer questions posed to him: Congress chief Mallikarjun Kharge,0
"How KC Tyagi’s frank takes on ‘sensitive issues’ put JD(U) in a tough spot in NDA, cost him spokesperson post",0
"As Naveen Patnaik begins a new innings as Opposition leader, who all are in his Assembly team?",0
Experts warn against premature conclusion about Tejas crash,0
Committed to bringing back fugitives who fled India: Govt.,0
"BJP’s balance of power: After Maharashtra, may tighten grip on ally-ruled Bihar",0
Today in Politics: PM Modi to mark IMD’s 150th foundation day; jailed Punjab MP Amritpal Singh to launch party,0
"One nation, one poll Bill tabled in Lok Sabha, to be sent to House panel",0
"From Gandhi-Patel land, Congress will signal its golden past. But all eyes on what AICC Session holds for future",0
"No-trust motion against V-P Dhankhar accuses him of speaking for govt, silencing Opposition",0
"As Modi sets a new tone in Sonamarg, a look at his J&K speeches after Art 370 abrogation",0
Delhi HC dismisses Engineer Rashid's plea challenging framing of charges in terror funding case,0
"As Maoists make ‘peace offer’, why govt is not jumping at it, fears ‘time-buying tactic’",0
"As Abhishek Banerjee sets off on Bengal yatra, why TMC is betting on it to be a ‘game changer’ before Assembly polls",0
"‘Nation’s Army, soldiers bowing at PM’s feet’: Now Madhya Pradesh Deputy CM lands BJP in a spot",0
"After House panel adds SEBI to agenda, BJP flags lack of power to review regulator",0
Justice Surya Kant appointed as 53rd Chief Justice of India,0
"In Tamil Nadu huddle, NDA tests alliance math ahead of PM Modi rally; Dhinakaran returns",0
Jailed former BJP MLA Kanwarlal Meena approaches Rajasthan Governor for pardon,0
"Newsmaker | His party’s voice, or ‘independent’ Speaker? Abdul Rahim Rather has J&K House split, and in uproar",0
"Top news of the day: T.N to appeal Madras High Court order on Thirupparankundram row; over 2.8 crore names deleted from UP SIR draft voter list, and more",0
"‘Red over green’: In shadow of old Kashmir rivalry, how lone Communist leader trumped Jamaat face",0
BJP does U-turn over Palghar lynching ‘accused’ amid MVA storm: Who is Kashinath Chaudhari,0
Military presence in Lakshadweep to go up with new naval detachment on Bitra: Vice Admiral Sameer Saxena,0
Knives out in Haryana Congress against Hooda as Hariprasad steps up rehaul bid,0
Indo-U.S. interim trade deal looks like ‘pre-committed purchase agreement’: Tharoor,0
Today in Politics: Will Kunal Kamra appear before Mumbai police?,0
Arvind Kejriwal and vipassana: How meditation retreats became an almost annual fixture in AAP chief’s calendar,0
"People with nothing to hide need not be bothered about surveillance, Supreme Court says",0
"Ahead of PM Modi’s likely visit to Manipur, relief for govt as Nagas ‘temporarily suspend’ highway blockade",0
Bangladesh’s threats to cut NE off cannot be tolerated: Assam CM,0
President’s Rule in Manipur: Not a first for a party in power at Centre to act against own govt,0
"Shift from 2019 to 2024: Reframing UCC and dynasty, invoking Constitution",0
Bharat Bandh highlights: No major impact on normal life due to one-day nationwide strike call,0
Supreme Court to hear on November 11 pleas challenging legality of Special Intensive Revision,0
"Rahul Gandhi, Congress raise heat on Jaishankar, not all in party on board",0
"Vice-President election: In boost to NDA’s Radhakrishnan, BJD to abstain from voting",0
"Periyar, Tamil and ‘barbaric’ label: Reading between the lines",0
Ascertain if any nationwide network is behind children going missing: Supreme Court to Centre,0
"Shivakumar’s gamble, Siddaramaiah’s leverage, and a weak high command: What ails the Congress?",0
"Army celebrates Vijay Diwas, hails indigenous technology",0
"Centre increases MSP for jute; farmers in West Bengal, Assam to benefit",0
Top Opposition leaders protest new labour codes in Parliament complex,0
"SIR cloud over Parliament Session as Oppn, govt standoff intensifies",0
"Takeaways from Mamata message at TMC meet: ‘Khela Hobe’ to 215-seat goal to targeting BJP, EC",0
"India, Pakistan exchange lists of nuclear installations, prisoners",0
Ruling regime trying to distort Nehru’s legacy: Sonia Gandhi,0
"DK Shivakumar vs Siddaramaiah power tussle out in open in Karnataka, Congress brass steps in",0
"Saryu Roy, JD(U) lynchpin for 2024 Jharkhand polls: BJP rebel and ‘anti-graft crusader’ to 2019 giant killer",0
"In ‘race’ to woo Brahmin community in Uttar Pradesh, BJP ally SBSP is latest entrant",0
‘Shirtless’ protest: Three more Congress workers held in Shimla,0
"Punjab questions Centre ‘warning’ to scrap road projects over ‘law, order’, says ‘just listen to the farmers’",0
"Who doesn’t want a bypoll in a seat in Ayodhya district? Not us, says BJP as Opposition claims it is ‘afraid’",0
"As Centre sets up National Turmeric Board, Telangana farmer leaders say: ‘Let it start functioning’",0
"Once close, how Sukhbir Badal and brother-in-law Bikram Majithia fell out, deepening Akali Dal crisis",0
Stars brightening for B Y Vijayendra to continue as BJP Karnataka chief as rebel Yatnal served notice,0
Allies’ switch to factional feuds: How Congress lost Chandrapur Mayor race to BJP by 1 vote,0
Waqf Bill JPC head: ‘There was high-intensity gatirodh (standoff) at the start… now even Opposition satisfied’,0
"‘Not easy for Congress to say we’ll back Art 370… Why not first look at what we can do, on progress, jobs?’: Farooq Abdullah",0
"In Rahul’s debut as LoP, some flashbacks, a familiar script and new role’s aggression",0
Why J&K Deputy CM is turning up heat on L-G Sinha over ‘dual power centres’,0
"Manipur rolls out red carpet, navigates red flags as Modi makes touchdown today",0
"On painkillers, a belt strapped on, Tejashwi carries the weight of INDIA’s Bihar campaign",0
Lalu Prasad: ‘We had no idea the JP Movement would shake the regime of Indira Gandhi… She was left clueless’,0
Airbus A320 software fix updates: Asian travel disrupted as carriers scramble to patch software,0
"Khalid, co-accused used CAA protests to attempt ‘regime change’: Delhi Police to SC",0
"High up in Uttarakhand’s mountains, a first: 9 villages get polling booths for Badrinath by-election",0
Indian Railways to patronise ‘Aabhar’ online store in a bid to encourage local artisans,0
"House panel seeks reports from DGCA, other aviation stakeholders on recent flight crisis",0
Too much like old times for many as Lalu turns out for candidate jailed on extortion charge,0
"Modi-Trump ‘huglomacy’ in deep freeze, says Congress as Rubio repeats Trump’s claims of brokering India-Pakistan ceasefire",0
"Today in Politics: In high-stakes Bihar contest, where NDA, Mahagathbandhan stand right now",0
"Newsmaker | New J&K Congress chief Tariq Hameed Karra: PDP founding member, defeated Farooq Abdullah in 2014",0
"SIR hearing: Place in electoral roll is a ‘qualified right’, Election Commission says in Supreme Court",0
"Maghi Mela sets the stage for 2027 Punjab polls as BJP makes debut, AAP returns after a decade",0
Vijayan face of 2026 bid to ‘New Kerala’ plank: Key takeaways from CPI(M) meet,0
"Protests against government actions or inaction not anti-national, Wangchuk tells Supreme Court",0
"From the Urdu Press: ‘Indira Gandhi seen in her, Priyanka task cut out’, ‘Does Cong playing second fiddle help INDIA in long run’",0
"Chinese national detained; was visiting J&K, Ladakh without permission: Officials",0
"Women in the Lok Sabha: With fewer of them in House, burden of representation on woman MPs increases",0
"PM Modi, BJP’s promises open few doors for Aligarh lock industry",0
Mission 2027: Why Mohan Bhagwat’s back-to-back meetings with Yogi and Maurya have sent UP’s political buzz into overdrive,0
Ancestral property not immune from attachment under PMLA: Delhi HC,0
"Caste must not be allowed to divide us, whatever the circumstance: CJI Kant",0
"As BJP President, Nitin Nabin will start with the strongest-ever war chest: Rs 10,000 crore in cash & cash equivalent in March-end 2025",0
"As Rahul Gandhi picks Telangana over Bihar for caste count, how the two surveys measure up",0
Why a Yogi Adityanath poster at rally for King Gyanendra is causing a stir in Nepal,0
Today in Politics: PM Modi in Odisha for diaspora event; SC to review same-sex marriage verdict,0
Two Lucknow men get 20 months jail for involvement in al- Qaeda linked terror conspiracy case,0
"In his defence of Amritpal Singh, why Charanjit Singh Channi is not alone",0
Decode Politics: Why a forest rights order has sparked differences between Chhattisgarh govt depts,0
"Today in Politics: PM Modi roadshow in Puri, Amit Shah to campaign in Haryana and Delhi",0
Duplicate voters left on Bihar rolls post SIR: petitioner,0
Two injured in BSF firing in Tripura,0
India-Russia ties direct outcome of Indo-Soviet partnership cemented in 1955: Congress,0
A ‘different’ BJP in Bihar: Why the party’s Hindutva pitch is subdued in the state,0
"Bihar SIR Phase 1 concludes, 65 lakh voters likely to be dropped from draft rolls",0
"Ajit Pawar (1959-2026): Broke away from uncle Sharad Pawar’s shadow, forged his own path to the top",0
"After Amit Shah ropes him in, how BJP is planning to deploy Dilip Ghosh in Bengal election build-up",0
"Why AIMIM is floundering in Maharashtra, facing strong headwinds",0
"After the flood, Gujarat BJP tries to climb out of deep waters, lends help on damaged cars",0
Zero tolerance for sexual misconduct: NRAI Chief on case involving national coach,0
Government prunes around 2.25 crore ineligible beneficiaries under free ration scheme in last 4-5 months,0
"Why Mayawati does not want Akhilesh Yadav as ally: In note to cadre, BSP chief cites past ‘snubs’",0
Congress accuses Election Commission of India of a ‘sinister’ attempt to destroy democracy through SIR,0
"Decode Politics: Amid PM Modi’s pitch for local governance in Manipur, a look at Kuki-Zo demand",0
"States asked to send women, SC and ST officers for key posts on Central deputation",0
Nitish once more: Bihar’s Bhishma Pitamah strikes back,0
"Jagan Reddy vs sister Sharmila: From politics to money, why siblings turned rivals",0
Ajit Pawar was blackmailed for 10 years (over irrigation ‘scam’) … shows why he wanted to go to BJP: Jayant Patil,0
Senior academicians call IYC protest at AI summit ‘profoundly regrettable and ill-conceived’,0
"In Maharashtra’s many-cornered, messy fight, last-minute jitters meant last minute",0
"Delhi riots case hearing: No material change in circumstance to relook at Umar Khalid's bail rejection, Delhi Police tells SC",0
"Who is NCP’s Hasan Mushrif, the only Muslim Cabinet minister under a BJP CM right now?",0
"With stage set for Priyanka Gandhi’s debut speech in Parliament, what Congress will aim for",0
Only Bengali migrant Muslims being evicted from Assam: Himanta,0
"Delhi riots case: Supreme Court denies bail to Umar Khalid, Sharjeel Imam, grants relief to five co-accused",0
"Bihar Booth Level Officers scramble on the ground: Long hours, slow Internet, and a mountain to climb",0
"Rajya Sabha Privileges panel to examine contempt of House complaint against Mamata Thakur, Mausam Noor",0
"How Sharad Pawar has broken ranks with Oppn: Parliament session on truce to Adani, Rafale rows",0
"Meitei leader’s visit to Kuki camp: BJP praises its MLA, says ‘all party legislators’ want this",0
"After Delcy Rodriguez takes oath, Jairam Ramesh recalls her India links",0
"Who is Mahant Ramgiri Maharaj, the seer making waves – and controversies – in Maharashtra",0
Meet the Vasavas: AAP Bharuch candidate’s frontline fighters are his two wives,0
K C Tyagi: ‘Those who refused to make Nitish INDIA convenor are now offering to make him PM’,0
Lottery king Santiago Martin’s wife set for a political gamble: From one small party with big balance sheet to another,0
"Answer to 'abject surrender' lies in ‘grips, chokes’ placed on PM: Rahul Gandhi on India-U.S. trade deal",0
"New Telangana Congress chief B Mahesh Goud is an OBC face, Revanth confidant",0
CJI launches work on new Assam judicial complex amid protest by lawyers,0
Independent MLA who is pain in Rajasthan govt’s neck: Who is Ravindra Bhati,0
Youth Congress to hold 'Aravalli Satyagraha Yatra' from January 7-20,0
"Amid suspense over Dy Speaker post, TDP says it is not interested",0
"In Telangana, Congress govt faces heat over BC caste survey, sub-quota demands after SC ruling",0
IndiGo flight cancellations impacted over 9 lakh passengers in December: DGCA data,0
BJP hijacked local body polls in Dadra and Nagar Haveli: Congress,0
Fugitive Mehul Choksi challenges extradition in Belgium Supreme Court,0
"‘Kafir’ barb during LS polls in Kerala: Probe backfires on ruling CPM, finds pro-Left link",0
CPI (Maoist) | The guns fall silent,0
AAP Punjab MLA arrested by his own party’s govt in corruption case: Who is Raman Arora?,0
Why 20th-century social reformer Narayana Guru is caught in a very contemporary row in Kerala,0
"AAP now, Congress then: In Delhi Assembly poll results, a 2013 parallel",0
"Maharashtra, Jharkhand results clear any doubts for AAP: women all the way for Delhi polls",0
"China using LAC disengagement to reset India ties, curb U.S. alignment, says report",0
"Mahayuti govt faces fresh quota heat as OBC, Maratha tension flares before polls",0
The need for diversity in the judiciary | Explained,0
"135 cases of President’s Rule, two-thirds of the time, a new party came to power after it was lifted",0
Decode Politics: Why Telangana CM Revanth Reddy has taken Congress’s Backward Classes quota battle to Delhi,0
"No such category as ‘suspicious voters’ under law, EC tells Rajya Sabha",0
Today in Politics: Bengal chief secy may appear before EC to ‘explain’ Mamata govt’s decision not to suspend ‘erring officials’,0
‘BJP versus who?’ narrative has dissipated … Rahul Gandhi now seen as future PM: Uttarakhand Congress chief,0
Decode Politics: What is the TASMAC ‘liquor scam’ in Tamil Nadu that has BJP on the warpath against DMK,0
"3 Independents cross sides, Haryana BJP govt teeters ahead of Lok Sabha polls",0
"Kejriwal challenge done and dusted, Mamata next in BJP crosshairs",0
Return of Mamata Banerjee the ‘street fighter’: Why TMC sees political advantage in ED face-off,0
"As Akali leader Majithia gets bail, why his jail meeting with Radha Soami chief has sparked a row",0
"75,000 more medical seats to be added at UG/PG level in next five years: Union Health Minister",0
"Newsmaker | BJP’s pick as its first J&K LoP, Sunil Sharma is party’s rising Chenab Valley face",0
"Left a divided house, ABVP looks to capitalise in JNU student body polls",0
CBI arrests three accused of sending bulk phishing messages,0
Ram Madhav: ‘Even with 8% growth India will reach nowhere… It needs over 10% for 20 years’,0
Circular economy to boost dairy farmers' income by 20% in 5 years: Amit Shah,0
"What transpired at Stalin-KC Venugopal meeting: Power-sharing demand off the table for now, Congress pushes for RS berth for Pawan Khera",0
The Kerala Story: Congress-led UDF sweeps state but BJP scripts history,0
"‘Firing on unarmed protestors has shaken public trust, could have been handled with greater patience’: Senior BJP leader and ex-Ladakh MP speaks out",0
"Minister should clarify number of hills in Aravalli Range per new definition, urges Aravalli Virasat Jan Abhiyaan",0
A Karnal sweep: Why BJP Haryana win is doubly sweet for Manohar Lal Khattar,0
"Abhishek Banerjee rebuts FM Sitharaman, points to everyday GST burdens on poor",0
Legacy and rifts: Short history of the who’s who of the Pawar family,0
BJP Jharkhand list hits first turbulence as several family members get tickets,0
"What Priyanka Gandhi meant when she told BJP: ‘Learn from us on Emergency, you too apologise’",0
"As Pinarayi Vijayan, Stalin denounce Israel over Iran, Gaza conflicts, what lies beneath",0
"Trade impact, memorials among issues raised in Rajya Sabha",0
"Congress sulks over government choice of its 4 leaders, Shashi Tharoor as a team head",0
"Punjab AAP govt’s action against farmers fuels Cong run for 2027 polls, deepens INDIA divide",0
"In Bengal, Left, ISF talks for poll tie-up run into Forward Bloc bump",0
"As Prashant Kishor fields SC, ST faces from general seats, what are their chances?",0
"ICG seizes three Bangladeshi boats, 79 fishermen for illegal fishing in Bay of Bengal",0
"PM Modi in Israel highlights: India backs Gaza peace plan, declares 'terrorism anywhere threatens peace everywhere'",0
