headline,label,confidence
A symphony in the conflict zone,sarcastic,0.75
Yogi on the move where Muslims count,sarcastic,0.6
"Bihar BJP wants fresh elections, but open to supporting Manjhi",sarcastic,0.45
"Bihar polls: In Jagannath’s bastion, his son Nitish battles other Nitish’s vengeful maha gathbandhan",sarcastic,0.45
Supreme Court asks for list of ‘affluent persons’ benefiting from tree felling in Delhi Ridge,sarcastic,0.5
"Despite ‘taint’, Sreeramulu hopes to win by mining Modi name",sarcastic,0.75
Bihar man moves court against Rahul Gandhi over loss of milk worth ₹250,sarcastic,0.55
"If communal tension persists, BJP will form govt in UP: Amit Shah",sarcastic,0.45
"After 40 years of chase, CBI arrests proclaimed offender in ₹5.69 lakh bank fraud case",sarcastic,0.6
"At native village, locals still have faith in Nitish but some doubt his post-poll vaults",sarcastic,0.45
Delhi confidential: Role reversal,sarcastic,0.55
"In Vadodara, woman who slapped cop vs man facing countless cases",sarcastic,0.65
Akhilesh’s big day out on first day of UP Assembly session,sarcastic,0.5
"‘Yogi model’: Under pressure, bend it like Bommai’s latest Hindutva turn",sarcastic,0.75
Gogoi son takes Modi where BJP workers can’t,sarcastic,0.65
"Leader of the Opposition not allowed to speak in Lok Sabha in ‘new India’, says Rahul Gandhi",sarcastic,0.85
A bahu-jan issue in Samajwadi Party first family,sarcastic,0.85
Latest from Trinamool: MLA says rape will exist till end of time,sarcastic,0.45
"Govt plays caste card, but without checking facts",sarcastic,0.5
"You are cleaning streets, what about the dirty mouths of BJP leaders: Sena asks PM Modi",sarcastic,0.75
"Uttar Pradesh: Now security cover for ally Rajbhar, SP says can’t get clearer, he is with BJP",sarcastic,0.5
Amma Domini – new CM Panneerselvam has his task cut out after Jaya conviction,sarcastic,0.85
"Shatrughan Sinha hopes star status, ‘dabang Modi’ will silence critics",sarcastic,0.45
"Less than a week to go for Independence Day, tiranga politics gains momentum",sarcastic,0.4
26/11 attackers were killed but Pahalgam terrorists remain at large while govt preparing dossier: Congress,sarcastic,0.5
Government yet to wake up from its slumber on Dam Safety Act: Supreme Court,sarcastic,0.5
AAP minister to BJP President: Will Mehbooba Mufti say ‘Bharat Mata ki Jai’?,sarcastic,0.65
"India briefs 70 Foreign Service Attaches on Operation Sindoor; China, Turkiye not invited",sarcastic,0.55
"BJP settling Bangladeshis, Rohingya migrants across India, Centre responsible for border security: AAP",sarcastic,0.5
‘Small dream’ & ‘big party’: Why Patal Kanya’s move to join BJP is causing a churn in Tripura tribal politics,sarcastic,0.45
BJP approach over black money reflects ‘black mind’ of its leaders: Nitish Kumar,sarcastic,0.45
Research papers validate cow urine’s ‘anti-infective’ properties: IIT-Madras Director,sarcastic,0.55
"Anna: Misled, skipped Delhi rally due to thin crowd",sarcastic,0.45
"AAP’s Uttarakhand CM face Col Ajay Kothiyal joins BJP, calls it ‘mid-course correction’",sarcastic,0.5
"‘Snakes and sandalwood’: Nitish Kumar meets Lalu Yadav, party plans bicycle campaign",sarcastic,0.8
No limit to hypo(d)crisy: Congress's play on words slamming PM over his podcast,sarcastic,0.75
"Maharashtra frets over lost project, but Foxconn plans never got off the ground in the state",sarcastic,0.45
Prashant Kishor: Not winning or losing only due to polarisation… Has Opposition persisted with any cause,sarcastic,0.4
"As Deo targets Rahul advisers, ‘young leader’ blamed in Kerala",sarcastic,0.45
National Conference says not opportune time to hold J&K elections,sarcastic,0.45
"We are approaching a harvesting season of communal violence, must prepare a strategy, says Sharad Yadav",sarcastic,0.65
"Amit Shah rally in Kolkata cancelled, BJP denies Bihar effect",sarcastic,0.45
"Laurene Powell Jobs faces health issues at Maha Kumbh, recovering after 'Ganga snan'",sarcastic,0.5
Shashi Tharoor ‘disappointed’ that Colombia expressed sympathies with Pakistan during Operation Sindoor,sarcastic,0.95
Kiren Rijiju defends decision to hold debate on Manipur past midnight,sarcastic,0.45
"Narendra Modi not my protege, a brilliant events manager: L K Advani",sarcastic,0.8
"BJP govt treats Delhi, Kashmir equally: Rajnath",sarcastic,0.45
Narendra Modi stands for Model of Dividing India: Congress,sarcastic,0.65
I Hereby Declare: Ramandhula Bhai Patel’s movable assets worth Rs 26.52 crore,sarcastic,0.55
"Rewind & Replay | That other ‘Bharat Yatri’: The long march, but short run, of Chandra Shekhar",sarcastic,0.65
"Mukul Roy, out of everything, including eye contact",sarcastic,0.85
Operation Sindoor: Opposition parties commend Indian Armed Forces,sarcastic,0.7
"Music video, VIP sessions, devotees in hundreds: it’s ashram as usual for Ram Rahim",sarcastic,0.75
Congress’s Delhi worry: ‘So far gone that no one even missing us’,sarcastic,0.4
"Newsmaker | Eknath Shinde: No. 2 after the Thackerays, backer of BJP, MVA’s ‘weakest link’ could have dealt final blow",sarcastic,0.6
Operation Sindoor: Flights cancelled at 13 airports in northern India till May 10,sarcastic,0.75
Indian X accounts withheld after Operation Sindoor restored,sarcastic,0.7
Operation Sindoor: Loitering munitions used against terror bases developed in Bengaluru,sarcastic,0.45
Army chief awards felicitates woman BSF officer for exceptional courage during Operation Sindoor,sarcastic,0.65
Day 1 tantrum: Sena’s Geete refuses to join,sarcastic,0.65
"Inflation rising faster than speed of bullet train, has broken back of common person: Congress",sarcastic,0.85
Shinde Sena-BJP ties again in spotlight over fresh U-turns on police transfers,sarcastic,0.45
Modi glue binds splintered Maharashtra,sarcastic,0.45
"Newsmaker | Political debut 3 yrs ago, the steady, if not slow, rise of Udhayanidhi Stalin",sarcastic,0.5
"In Bihar caste rejig, the backward list grows longer",sarcastic,0.5
"Far away in Canada and US, absent Channi remains mum on kin trouble",sarcastic,0.45
"Kuldeep Bishnoi trades fire with Cong leaders, but takes his time leaving",sarcastic,0.45
Preparation of electoral rolls in India one of world’s most rigorous and transparent exercises: CEC Gyanesh Kumar,sarcastic,0.45
Delhi Confidential: Absence noticed,sarcastic,0.5
"Karunanidhi ‘rises’ to CM’s challenge: comes to House,  signs diary, talks and leaves",sarcastic,0.85
Lok Sabha clears Motor Vehicles Bill with blooper,sarcastic,0.45
Congress questions if BJP will ally with ‘corrupt party’ in Maharashtra,sarcastic,0.5
Delhi Assembly celebrates Hindu New Year; CM Rekha Gupta says people ‘witnessing change’,sarcastic,0.75
"The Numbers Game | Sex ratio, literacy: Small but steady Himachal has edge over Gujarat",sarcastic,0.5
"‘What is the use of RTI if there are no people to work for it?’ Supreme Court asks Centre, States",sarcastic,0.65
"In RSS-backed school, students get a Modi crash course",sarcastic,0.55
Why is BJP fielding deserters if there is Modi wave: Congress,sarcastic,0.65
"If Modi slashes gas prices, I will join BJP: Kejriwal",sarcastic,0.85
"Regional outfits flex muscles again, chill in the air from Northeast for BJP",sarcastic,0.45
"Now, CPCB tells green tribunal Maha Kumbh water fit for bathing",sarcastic,0.55
‘Brothel’ row: Militant-turned-BJP leader who is on the run noted Garo Hills face,sarcastic,0.6
‘The govt is falling’: Jharkhand MLA Kumar Jaimangal behind FIR claimed same year ago,sarcastic,0.55
Nitish Kumar’s support to Centre should not be a matter of political speculation: JD(U),sarcastic,0.4
Writing is on wall but is HM Shah reading it: Congress's dig over MLAs 'skipping' NDA meet in Manipur,sarcastic,0.65
Those politicising NDTV ban issue are playing with national security: Shiv Sena,sarcastic,0.45
"Nitish Kumar to name new CM, says he will return in 2015",sarcastic,0.4
"Voluntary return of undocumented migrants at Bangladesh border increased after government crackdown, say officials",sarcastic,0.45
"Samay Raina removes all 'India's Got Latent' episodes, says will cooperate with agencies",sarcastic,0.9
"Padma Bhushan to Sushil Kumar Modi will help lessen wounds of innumerable party workers, says his wife",sarcastic,0.5
Mahua to Carla: There’s always something about Marie,sarcastic,0.7
Every day may be a day too late: Why poll-pumped AAP is raising pitch on MCD election,sarcastic,0.45
A vote for two,sarcastic,0.45
Union Transport Minister Nitin Gadkari caught on camera riding without helmet,sarcastic,0.55
"Modi accepts Canadian PM Carney’s invitation to G-7, promises ‘renewed vigour’ in ties",sarcastic,0.85
Nitish Kumar says Bihar no longer BIMARU…why go to a doctor then: PM Modi,sarcastic,0.9
Supreme Court’s three-month timeline in Tamil Nadu Governor verdict was adopted from Centre’s own guidelines,sarcastic,0.5
"In the waiting period, Sena has an advice for BJP: Don’t take people for granted",sarcastic,0.4
RSS has no role in government formation: BJP,sarcastic,0.45
"Baru book: PM not to be blamed, says Modi",sarcastic,0.8
"Team Jaitley: Santoor maestro, cricketer, celebrities",sarcastic,0.6
"From Arvind Kejriwal to Pawar to Sonia, everyone has a reason to meet ‘Didi’",sarcastic,0.4
"Will he quit, won’t he? Ex-Maharashtra CM Ashok Chavan keeps Congress guessing",sarcastic,0.45
‘Har Har Modi’ slogans raised during Rahul Gandhi’s rally,sarcastic,0.6
Curtain yet to fall on Ajit Pawar’s ‘disappearing’ act from NCP stage?,sarcastic,0.65
Morning walk unites Jaitley with Amarinder,sarcastic,0.65
"Punjab school scorecard: AAP, Congress fight over ‘best’ model",sarcastic,0.45
‘Went to Delhi to buy undergarments’: Did Hemant Soren’s brother really shoot off-the-cuff?,sarcastic,0.8
"Rajpath as Kartavya Path: Duty calls, again",sarcastic,0.5
"Jharkhand polls: Young and educated, but still children of their fathers",sarcastic,0.8
'Blood in river' rant: Owaisi reminds Bilawal of Benazir Bhutto's killing by homegrown terrorists,sarcastic,0.45
US media sees Narendra Modi ‘brought down to earth’,sarcastic,0.5
Cleaning ‘Mother Ganga’ has become an election jumla in the past 11 years: Congress,sarcastic,0.65
J&K Govt says fully prepared to deal with any kind of exigency,sarcastic,0.4
"In Arunachal assembly, Cong strategy works",sarcastic,0.45
"April 9 Campaign roundup: Gujarat model “balloon” will burst the same way as ‘India Shining’, says Rahul",sarcastic,0.75
"Active, Passive: Rajasthan Congress’ offensive against Vasundhara Raje is mostly Sachin Pilot, little Ashok Gehlot",sarcastic,0.5
"Dadri lynching an accident, don’t give it a communal twist: Union Minister Mahesh Sharma",sarcastic,0.65
"Karnataka hijab ban: Rahul Yatra in state, SC split verdict comes to Congress’s rescue",sarcastic,0.65
Rajnath wonders why Lalu Prasad is afraid of Congress,sarcastic,0.55
Madhya Pradesh minister plans to  go Princess ‘Anne’ selfie way,sarcastic,0.65
How history changes every five years in Rajasthan: A textbook case,sarcastic,0.75
"Top news of the day: CDS Anil Chauhan says India suffered initial losses in the air during Operation Sindoor; PM Modi says, Operation Sindoor is biggest and most successful anti-terror operations in India’s history, and more",sarcastic,0.9
Chouhan’s newfound aggression on Twitter,sarcastic,0.45
Congress expels leader who took part in Swachh Bharat,sarcastic,0.8
Pitroda jibe on Gujarat model: ‘Lies sell well’,sarcastic,0.65
"Obama writes to Manmohan, applauds his ‘boldness’",sarcastic,0.45
"Bulldozer demolitions: Writers, translators condemn JCB for 'blatant hypocrisy'",sarcastic,0.4
"Raids and a long arc: ‘Crores’ in Bengal, just one among many",sarcastic,0.5
"Rahul Gandhi shares Bharat Jodo Yatra secrets: Calls to mother at night, no sunscreen during the day",sarcastic,0.45
"Manmohan Singh was against corruption, always thought about India: Anna Hazare",sarcastic,0.5
‘Divine consent’ to ‘changed situation’: Congress ‘loyalty’ pledge swept by Goa defection wave,sarcastic,0.85
"Land Acquisition Bill: Not too long ago, BJP waved same red flags",sarcastic,0.65
Assembly results: MVA govt fears tremors of promised BJP ‘earthquake’,sarcastic,0.65
Railway Minister Suresh Prabhu meets Shiv Sena chief Uddhav Thackeray to ‘clear differences’,sarcastic,0.45
Digambar Kamat: ‘Don’t know why Congress is seeking my disqualification. It may make some people happy if I exit the party. I have no such intention’,sarcastic,0.55
Politics gives a miss to village that saw five terror arrests,sarcastic,0.45
Politics takes a backseat at Sonia’s ‘farewell’ dinner,sarcastic,0.55
Jharkhand MLA sits in pool of muddy water to protest against ‘poor’ condition of road,sarcastic,0.45
Congress sacks Shashi Tharoor as spokesman for ‘praising’ Narendra Modi,sarcastic,0.55
The politics of ‘freebies’ and judicial oversight,sarcastic,0.4
Over 100 channels with ‘false’ information on NEET found,sarcastic,0.4
Bathing by hand-pumps to tending to cows: Snapshots from UP ministers’ district tours,sarcastic,0.45
Pramod Muthalik’s entry into BJP hastened Cong-NCP alliance in Goa,sarcastic,0.5
Bihar BJP leader Lal Muni Choubey to follow Jaswant Singh’s footsteps,sarcastic,0.45
"Rajinikanth meeting with Governor triggers an old guessing game: will he, won’t he?",sarcastic,0.5
"Attacker, victim put on par: Jaishankar on Kashmir",sarcastic,0.6
‘Cong in power when Nihal Chand got clean chit’,sarcastic,0.4
Tender for locomotive manufacturing at Dahod executed transparently: Indian Railways,sarcastic,0.4
"Bhim Army chief: ‘Had UP exam been a religious event, flowers would have been showered… You were not elected to do religious rituals, but to meet aspirations… Or, resign’",sarcastic,0.85
"Bracing for Gehlot-Pilot bumps, Rahul Yatra may run into Gujjar faultlines in Rajasthan",sarcastic,0.4
"Only those hoarding black money, evading taxes are against demonetisation: BJP",sarcastic,0.6
Parliamentary proceedings: Rajya Sabha Chairperson quotes Murphy’s Law before adjourning House,sarcastic,0.45
"Uddhav Thackeray meets Devendra Fadnavis, demands full-time Home Minister in state",sarcastic,0.5
"1 yr later, festivities scrapped, Bommai’s tenuous hold on CM post continues",sarcastic,0.6
Delhi poll result is a clear referendum on Modi: Ambika Soni,sarcastic,0.45
LWE outfit with a stake in politics,sarcastic,0.45
"Bipolar as usual, but for Barmer",sarcastic,0.5
I Hereby Declare – Ashok Chavan,sarcastic,0.5
"With tea, talk and idlis, protesting MPs brave rain, mosquitoes, ‘indifferent’ govt",sarcastic,0.6
"Delhi, followed by Maharashtra, sent back the most number of ‘illegal’ Bangladeshi immigrants",sarcastic,0.45
"After denial, Kishor to manage Capt Amarinder Singh’s campaign",sarcastic,0.4
State chief removed but no replacement: Trinamool Congress latest Tripura trouble tells story of party,sarcastic,0.45
"It’s ‘political realignment’, ‘not poaching’: Aam Aadmi Party on sting",sarcastic,0.65
Ajit Pawar gets clean chit from villagers too,sarcastic,0.75
"Poll manifesto: BJP promises, 2009 and 2014, Congress sees ‘cut-paste’ job",sarcastic,0.5
"Kumaraswamy failed to get right price to sell ticket, says Moily",sarcastic,0.65
"BJP govt's pattern to oppose good policy, defame, then adopt it under pressure: Congress",sarcastic,0.4
"Kerala: Young CPM mayor sacks cleaning staff over Onam protest, party says not in line with policy",sarcastic,0.45
"Newsmaker | Arjun Singh, the sulking BJP ‘strongman’ now back in TMC camp",sarcastic,0.45
Other parties treated you like tejpatta in biryani…use and discard: BJP at Pasmanda meet,sarcastic,0.75
Delhi confidential: Character certificate,sarcastic,0.5
"Narendra, centre of Modi’s attention",sarcastic,0.85
ED arrests key accused in ‘cloud particles’ case,sarcastic,0.65
"Operation Sindoor objectives achieved; losses are part of combat but pilots are back home, says IAF",sarcastic,0.75
One-time poll sop OK but revival of pension scheme sinful: Arvind Panagariya,sarcastic,0.65
"From repoll to censure, EC takes its own sweet time",sarcastic,0.85
"Cow-rearing, naturopath Governor is Chancellor pick by Univ set up by Gandhi",sarcastic,0.65
Educational qualification of minister should not concern anybody: Rashid Alvi,sarcastic,0.55
"‘Worried about rising rapes in UP? Stay in Delhi’, says Mulayam; Uma alleges Akhilesh govt protects rapists",sarcastic,0.65
"Resort for RS: 4 still missing from Haryana Cong kitty, Bishnoi says waiting to meet Rahul",sarcastic,0.45
‘Those who speak truth are threatened with impeachment’: Yogi Adityanath,sarcastic,0.5
"Celebrations at BJP’s Maharashtra headquarters, and the wait for the final tally",sarcastic,0.45
Polls apart: MLC who vacated seat for Yogi Adityanath is axed over seat for son,sarcastic,0.75
"Rahul’s Bharat Jodo Yatra pushes Pappu behind, strikes a chord — but hard work awaits off-camera",sarcastic,0.45
Express LOL: The Common Man’s Reactions to Budget 2014,sarcastic,0.85
Newsmaker | Vijay Singh Mankotia: The Congress leader with the itchy feet jumps ship again,sarcastic,0.75
Delhi Confidential: School of politics,sarcastic,0.5
Major boost for Nitish Kumar as SJD(D) merges with JD(U),sarcastic,0.5
Rahul Gandhi is funnier than comedian Kapil Sharma: Narendra Modi,sarcastic,0.9
"Buoyed by two seats, Bengal BJP sets eyes on 2016 assembly polls",sarcastic,0.4
Kerala: PFI to conduct massive Save the Republic rally in Alappuzha today,sarcastic,0.45
Ganga water was fit for bathing during Maha Kumbh: Government tells Parliament,sarcastic,0.45
"Rajnath: Need a realist, not just an economist",sarcastic,0.45
When was the last time Modi practised what he preached: Nitish Kumar,sarcastic,0.65
"Rahul Gandhi was not sleeping in Parliament, says Renuka Choudhary",sarcastic,0.45
Bihar polls: RSS sends its Muslim wing to woo community,sarcastic,0.4
Narendra Modi will be in jail if Rahul becomes PM: Beni Verma,sarcastic,0.4
Whitewashing of Jama Masjid in Sambhal underway,sarcastic,0.5
Modi becoming PM is fantasy: Mamata Banerjee,sarcastic,0.45
56 times to 5 in speech: Cong fall from Modi count,sarcastic,0.55
"‘BJP’s marketing, branding are attractive, but the end product is substandard’",sarcastic,0.75
"Adding to Gujarat Congress troubles, a marriage gone bad",sarcastic,0.5
British envoy visits Nagpur to ‘experience’ Indian elections,sarcastic,0.45
Northeast people have realized Modi’s “lip sympathy” for region: Tarun Gogoi,sarcastic,0.65
"For Rahul Yatra’s passage, Haryana Congress pulls out all stops, sweeps rifts under red carpet",sarcastic,0.75
Centre plans permanent framework for weather advisory units for farmers shut last year,sarcastic,0.45
The case of the disappearing numbers: A look at recent floor tests,sarcastic,0.75
"Kejriwal’s detention in Modi land sparks violent clashes between BJP, AAP in three states",sarcastic,0.65
"Supreme Court asks what’s wrong if country using Pegasus against ‘anti-nationals’, agrees to examine if private citizens were hacked",sarcastic,0.65
"Narendra Modi is like a nursery student who thinks he is a doctor, a PhD: Salman Khurshid on Gujarat riots ‘clean chit’",sarcastic,0.9
CBI functioning as a ‘department of PMO’: Mamata Banerjee,sarcastic,0.65
"Mamata govt’s ration scheme fails HC test, but Trinamool not worried",sarcastic,0.45
"Under fire, Chouhan says scams under Cong rule to be probed",sarcastic,0.45
"More cases filed under SC/ST Act due to awareness, says Social Justice Minister",sarcastic,0.65
Caste constituency,sarcastic,0.45
"No fear, some favour: I-T probes ‘friendly’ text messages between meat exporter Qureshi and ex-CBI chief A P Singh",sarcastic,0.9
Hemant’s ego battle vs the other former deputy CM,sarcastic,0.5
Gandhinagar seat: Modi meets Advani; BJP says ‘no differences’ over tickets,sarcastic,0.4
The ‘bias’ in Bais: The Governor in the Jharkhand hot seat,sarcastic,0.75
"Jai Ram Thakur gets a boost by PM pat, Himachal Pradesh BJP remains divided house",sarcastic,0.45
States with successful family planning record will be ‘penalised’ in delimitation exercise: Congress,sarcastic,0.65
"BJP’s Vijay Goel fined for violating odd-even scheme, he says ‘successful protest’",sarcastic,0.8
The right to work deleted,sarcastic,0.65
"Jalore Dalit boy death row Leftist conspiracy, says RSS-linked magazine",sarcastic,0.45
RJD MP Manoj Jha takes a jibe at Agriculture Minister says ‘a lot of difference between words and reality’,sarcastic,0.45
"Popular local leader, Thackeray loyalist: The late MLA who has brought warring parties together",sarcastic,0.45
Delhi Confidential: An invite too late,sarcastic,0.65
"With ‘trust vote’ in Punjab that no one called for, AAP proves multiple points in Assembly",sarcastic,0.7
"After uproar over Tapas Paul’s ‘will send boys to rape CPM women’ remark, his wife apologises but with a rider",sarcastic,0.5
"Rebel cloud over J P Nadda’s turf in Himachal, here comes the son",sarcastic,0.7
"In 20 days from Himachal to Gujarat poll dates, a blitzkrieg of projects, promises",sarcastic,0.7
Row over Bhagwat’s temple visit on CM Baghel’s invite as BJP slams Cong for ‘politicising religion’,sarcastic,0.45
Eighth Science & Technology Minister in five years,sarcastic,0.65
"Amid high praise for Sonia as ‘guiding light’, Kharge takes over as new Congress president",sarcastic,0.5
"With electoral triumphs bookended by arrivals from Congress, Pramod Sawant consolidates his hold on Goa BJP",sarcastic,0.5
Modi-Shah think beyond caste-region in making state picks,sarcastic,0.45
FS Misri meets UAE Minister to review 'growing' bilateral partnership,sarcastic,0.4
"Between polls, Yatra and constituency visits, home is where work is for leaders on Diwali",sarcastic,0.45
12 names now dime a dozen: A Maharashtra MLC list sees another political turn,sarcastic,0.65
"Reliance, Airtel group challenges ‘low’ India satcom fee which can help Starlink",sarcastic,0.45
Reel-Real confusion: Actor-turned-politician Moon Moon Sen faces identity crisis,sarcastic,0.75
HashtagPolitics | ‘First Agniveer’ to ‘Cong’s anath’: How Maharashtra drama played out,sarcastic,0.65
‘Inspired’ Mathura is all ears for Durga Nagpal on poll duty,sarcastic,0.45
"Rajya Sabha polls — Drama in Ranchi: Missing MLAs, a winning formula",sarcastic,0.75
"Mamata Banerjee ‘loves’ the people of Gujarat, but won’t name anyone",sarcastic,0.8
"Agnipath and after: BJP, JD(U) thrust and parry but won’t draw blood as yet",sarcastic,0.45
Rajasthan BJP chief Satish Poonia suggests a 70-yr age limit; rival Vasundhara Raje is 69,sarcastic,0.65
"In forest rights push, Centre sanctions over 300 FRA cells to ‘facilitate’ implementation",sarcastic,0.45
"Has she committed murder, asks Supreme Court, granting anticipatory bail to ex-IAS probationer Puja Khedkar",sarcastic,0.65
Kiran Bedi vs Arvind Kejriwal: This is one battle Delhi will love,sarcastic,0.45
"Criminal Procedure(Identification) Bill, 2022: The dreaded thanedar vs empowerment of police",sarcastic,0.6
"Newsmaker: Karnataka BJP minister J C Madhuswamy in viral video: outspoken and abrasive, with a ‘North Korea’ link",sarcastic,0.45
"Gujarat model, built by many hands, marketed with one face",sarcastic,0.65
Why 1 seat is too far for BJP to head a district council in Mizoram,sarcastic,0.55
"Bengal civic polls: TMC still far, far ahead, but Left sees a shot at second spot",sarcastic,0.45
JJP taken by surprise by BJP ‘one-sided’ move to go for civic polls alone,sarcastic,0.45
PM Modi says he delayed departure to GIS venue for sake of students,sarcastic,0.45
"Karnataka Congress revels in Rahul Yatra afterglow: Shivakumar & Siddaramaiah’s ‘unity’, motivated workers",sarcastic,0.6
BJP claims Sam Pitroda’s views reflect Congress’s ‘love’ for China; Congress says Pitroda’s view is not the party’s view,sarcastic,0.65
TRS ‘national party’ in the works: KCR’s national ambitions at full steam,sarcastic,0.4
"As state BJP leaders appear on posters, Congress says Narendra Modi, Amit Shah are ‘retreating’",sarcastic,0.65
"Bihar: Flanked by Paswans, Narendra Modi  sells ‘N(Development)A’",sarcastic,0.65
"At this pace, the trial may not be completed in the next 25 years, says Supreme Court granting bail to AgustaWestland chopper scam accused",sarcastic,0.7
"As Bilkis Bano goes to SC, BJP Godhra MLA keeps out any reference in his campaign",sarcastic,0.4
"Life insurance picking up pace in power corridors; Modi, Maken, Jindal get covered",sarcastic,0.5
"Girls not safe on UP roads after sunset, says Goa CM",sarcastic,0.65
How a 36-sq km island has come to occupy prime space in BJP campaign,sarcastic,0.55
Congress allows PCCs to let new party chief pick delegates who elect CWC,sarcastic,0.4
"Hours after Operation Sindoor, Saudi Arabia’s Minister of State for Foreign Affairs Adel Al-Jubeir arrives in Delhi and meets Jaishankar",sarcastic,0.65
Will do nothing with bad intentions: Narendra Modi,sarcastic,0.4
"Jharkhand Cabinet minister: ‘If Hemant Soren is disqualified, we will try to get relief in six hours as it will not stand up in HC or SC’",sarcastic,0.45
"Waiting at Ram Kripal’s home, Misa hopes ‘uncle’ won’t leave",sarcastic,0.55
"Seeking to scotch health buzz, Naveen steps into Odisha House after 2 years",sarcastic,0.55
Bihar Polls: The shiny road stops 2 km before Speaker Uday Narayan’s Imamganj,sarcastic,0.7
Farmers' protests received huge booster dose from no less than Vice President: Congress,sarcastic,0.8
"Capital topper, AAP fails to score in Delhi University",sarcastic,0.75
IB’s NGO-scare report to Modi plagiarises from old Modi speech,sarcastic,0.8
"Modi in town, friend-less OPS surfaces in hoarding, ad with him",sarcastic,0.75
Dark pattern alert: Consumer watchdog CCPA orders e-commerce platforms to self-audit on ‘deceptive’ practices,sarcastic,0.45
"SP infighting ‘a cause for concern’, affecting UP: Rajnath",sarcastic,0.45
BJP loses bypoll to partner Apna Dal,sarcastic,0.5
"No bigger ‘aam aadmi’ than Narendra Modi, says Rajnath Singh in Varanasi",sarcastic,0.65
"From missed calls for disaster fund to vacation-free courts, MPs’ ideas",sarcastic,0.55
"Raja Iqbal Singh, the North Delhi mayor who brought out the bulldozers, a late entrant to BJP",sarcastic,0.45
"Power situation in MP: Under Cong rule, people stayed in underpants, says CM Chouhan",sarcastic,0.7
Newsmaker | Shyam Rangeela Part II: As AAP leader in The Great Indian Political Challenge,sarcastic,0.5
India in numbers: It’s a close fight between Congress and INLD on development indicators,sarcastic,0.45
"MNS Aurangabad rally: Prakash Ambedkar questions party’s lack of stand, asks, ‘Where is Congress?’",sarcastic,0.4
"As NDA allies align, Budget Session signals the return of BJP dominance",sarcastic,0.4
Modi’s AAP rival and his marriage(s),sarcastic,0.45
"Gujarat tribal MLA ditches Congress for BJP, says was a Modi ‘bhakt’ for long",sarcastic,0.45
Cong gifts extended stay to loyalists in Lutyens Delhi,sarcastic,0.75
"Shashi Tharoor lost the race but, in the long run, he is now miles ahead",sarcastic,0.5
"Top news of the day: Shashi Tharoor, Supriya Sule among MPs leading multi-party delegations for diplomatic outreach on India-Pakistan conflict; Trump claims India willing to cut ‘100% of tariffs for United States’, and more",sarcastic,0.5
"‘Gods on currency notes’: Other Opp parties fear heads AAP wins, tails they lose",sarcastic,0.65
Narendra Modi’s selfie-goal: FIRs filed for ‘flouting’ poll code,sarcastic,0.75
"FATF condemns Pahalgam attack, to release report on ‘state-sponsored terror’ for first time",sarcastic,0.6
Narendra Modi sad about 2002 Gujarat riots but has no ‘guilt’,sarcastic,0.6
"Relation 'distant', says court denying bail to Elgar case accused for niece's wedding",sarcastic,0.5
"Amidst J&K gloom and doom, a ray of hope for Congress: a Ladakh hill council win",sarcastic,0.65
The lightness of being Nitin Patel,sarcastic,0.7
"Lost Munugode to money power, won moral victory in Rahul Yatra, says Telangana Cong",sarcastic,0.55
"Mann ki Baat: Operation Sindoor not just military mission but face of changing India, says PM Modi",sarcastic,0.85
"No Ayodhya visit, Raj Thackeray finds no easy way out of ‘vanvas’",sarcastic,0.75
‘No Modi wave in Bihar’,sarcastic,0.4
I Hereby Declare — Sonia Gandhi,sarcastic,0.6
Maharashtra: Narendra Modi rally fails to uproot R R Patil in Tasgaon,sarcastic,0.45
"BJP’s micromanagement, with GPS and information control",sarcastic,0.5
"Prashant Kishor interview: ‘Nitish has stopped listening … Having coffee with some leaders, photo-ops not the way to build formidable Oppn’",sarcastic,0.75
"Two months ago, sacked Punjab minister Vijay Singla had warned of zero tolerance for corruption",sarcastic,0.85
"Day before, talk in town: Is more surprise in store for Varanasi?",sarcastic,0.4
"In Hyderabad, a signature campaign sets off familiar temple-mosque narrative",sarcastic,0.5
How PM Modi’s sweet analogy triggered a bitter freebie debate,sarcastic,0.5
"Narendra Modi will ‘obviously’ be targeted, says Beni Prasad Verma",sarcastic,0.45
Manish Tewari to contest from Ludhiana ‘if he is physically fit’,sarcastic,0.5
Have fulfilled my promise to Bihar after Pahalgam attack: PM Modi,sarcastic,0.5
"Beset by rows, AAP’s Punjab govt marks six months: From  graft cloud and audio clips to mattress case and assault video",sarcastic,0.6
Captain Ajay Singh Yadav: ‘Insulted’ veteran who could take no more of CM,sarcastic,0.45
"Assam’s latest ID proposal, for Assamese Muslims, raises fresh questions",sarcastic,0.45
"Amid rush for tickets, a spate of switchovers",sarcastic,0.45
"Chavan stays, but has his wings clipped",sarcastic,0.55
New grand alliance in Bihar: Old Lalu bluster & pale Nitish shadow,sarcastic,0.65
Narendra Modi has never lied on his marital status: BJP,sarcastic,0.5
"Newsmaker | Behind complaint against Bagga, an AAP dentist leader and Kejriwal ‘admirer’: ‘Couldn’t stand insults to him’",sarcastic,0.5
Think tank employees not eligible for canteen facility: RTI reply,sarcastic,0.45
"Only God or Prime Minister Modi can transform Delhi, says BJP’s South Delhi MP",sarcastic,0.65
