headline,label,confidence
"Congress, SP to file pleas in Supreme Court for ‘effective implementation’ of Places of Worship Act",non-sarcastic,0.95
"In Karnataka bypoll fray, a third-gen face from Bommai family, wife of Bellary MP",sarcastic,0.5
Sambhal row: BJP takes cover behind an old rivalry between two Samajwadi Party families,sarcastic,0.45
"Amid Andhra politics reconfiguration, signs of a thaw in Chandrababu Naidu-Purandeswari ties",non-sarcastic,0.95
"Will ask INDIA bloc to throw out Cong, says AAP as war in Delhi escalates",non-sarcastic,0.9
"Amid spate of schemes for women, ratio of women to men voters in Bihar falls for first time in 15 yrs",sarcastic,0.65
"In Coimbatore, amid Annamalai buzz, Dravidian parties say it’s their battle to lose",non-sarcastic,0.95
"Centre claims deal secured with Kukis, but before PM’s Manipur visit, Naga ‘trade embargo’ a hurdle",sarcastic,0.45
Last person standing in face of BJP Haryana wave is a loyalist of party’s old malcontent Rao Inderjit Singh,sarcastic,0.5
How a senior cop’s meeting with an RSS leader landed Pinarayi govt in another row,non-sarcastic,0.95
"Tejashwi confidant, top RJD strategist, and now source of latest Lalu family rift: Meet Sanjay Yadav",non-sarcastic,0.95
"Two more Indians killed in Russia-Ukraine war zone, bodies arrive at Delhi airport",non-sarcastic,1.0
Anjel Chakma’s killers should get capital punishment: North East Students’ Organisation,non-sarcastic,1.0
"Centre includes wild animal attacks, paddy inundation under farm insurance scheme",non-sarcastic,1.0
"Jaishankar meets French President Macron, appreciates ‘positive sentiments’ for strategic partnership",non-sarcastic,1.0
"On way to the finish line, ‘khata-khat’, ‘taka-tak’, ‘tana-tan’, ‘safachat’",sarcastic,0.85
"As his bastion Chhindwara slips away, Kamal Nath says he accepts ‘decision of the people’",non-sarcastic,0.95
"The Battle for Bombay: Big names, Sena sweepstakes fire up 36 seats",non-sarcastic,0.95
J&K Deputy CM moves Delhi HC for removal of objectionable content against him on social media,non-sarcastic,1.0
"Will Modi, MEA object to U.S. panel’s ‘Pakistan success’ claim in Operation Sindoor, asks Congress",sarcastic,0.65
"Singed by Kerala local body polls, CPI(M) raises storm over Lord Ayyappa song parody",sarcastic,0.5
"‘No rationale for sending motion to remove Justice Yadav to Supreme Court… under law, they have no role’: Kapil Sibal",non-sarcastic,0.95
"In Jharkhand fray, JMM bets on sitting MLAs, adds turncoats, newbies to the mix",non-sarcastic,0.9
"In poll-bound Kerala, CPM changes tune, celebrates Malayalam rapper Vedan as Sangh goes after him",sarcastic,0.5
India-U.S. trade deal: Congress leader dares Piyush Goyal to cancel UPA-era pacts,sarcastic,0.45
"From the Urdu Press: ‘SC’s Waqf order partial relief, case must be fought to finish’, ‘In Nepal Gen Z uprising, lessons for India’",non-sarcastic,0.95
NDA firefights in Bihar as old Nitish-Paswan rivalry ignites tensions,non-sarcastic,1.0
Francesca Orsini: Scholar of the east,non-sarcastic,1.0
"At global meet, CEC Gyanesh Kumar offers ECINet model to help fight election misinformation",non-sarcastic,0.95
"ED moves Supreme Court in I-PAC case, seeks fair probe into State ‘obstruction’ of its raids",non-sarcastic,0.95
Diplomatic spat between India and Poland as Foreign Ministers spar over Pakistan and Russia,non-sarcastic,0.95
"Now, airlines oppose relaxed duty norms for cabin crew",non-sarcastic,0.95
India engaged with U.S. to find mutually beneficial trade pact: Kwatra,non-sarcastic,1.0
Why Omar Abdullah is rethinking stand against contesting J&K Assembly polls,non-sarcastic,0.9
‘Historic blunders’ on J&K and China are Nehru’s legacy: BJP,non-sarcastic,0.9
India-Pak water wars: A Jawaharlal Nehru and Mohd Ali Jinnah story,non-sarcastic,0.9
"After Maharashtra setback, how BJP is planning to regroup, bridge gap with MVA",non-sarcastic,0.95
Today in Politics: An update on SIR revision from the EC and an appeal by Bihar Chief Electoral Officer,non-sarcastic,1.0
Govt.: new formula for airport tariff will burden flyers,non-sarcastic,1.0
"Clash breaks out between TMC, ISF in West Bengal's Bhangar",non-sarcastic,1.0
PM Modi-Omar Abdullah bonhomie to an absent NC MP: 5 takeaways from Z-Morh tunnel inauguration in Sonamarg,non-sarcastic,0.9
Remarks on Indian Army: Supreme Court extends stay on trial court proceedings against Rahul Gandhi till April 22,non-sarcastic,1.0
"Exclusive: Himanta, Shivraj visits to state have ‘propensity to foment hatred’, Jharkhand govt writes to EC",non-sarcastic,1.0
The importance of Anil Vij: Why BJP cannot seem to do without the outspoken Haryana minister,non-sarcastic,0.95
"S M Krishna, a foreign minister whose record speaks louder than his gaffes",sarcastic,0.5
Courts will lean toward animals who are silent victims of commercial ventures: Supreme Court,non-sarcastic,1.0
"After Andhra, Telangana likely to scrap two-child policy: Why the South is worried",non-sarcastic,1.0
Supreme Court allows Abu Salem to withdraw appeal on remission,non-sarcastic,1.0
Decode Politics: Why dropping of Urdu clause for J&K govt post has set off a row,non-sarcastic,1.0
"Newsmaker | He kept the limelight on himself. Now, Bhupinder Singh Hooda set to feel the cold",sarcastic,0.65
"3,258 Indians deported from U.S. in 2025, highest since 2009",non-sarcastic,1.0
BSP risks losing national party status after rout in Lok Sabha polls,non-sarcastic,1.0
Vijay farewell vs Stalin kin’s big-budget debut: Tamil Nadu’s political fight on big screen,non-sarcastic,0.9
BJP’s Odisha face Dharmendra Pradhan vs BJD’s No. 3 ‘Bobby’ Das in Sambalpur,non-sarcastic,1.0
Congress woes grow as Lalu backs Mamata on INDIA bloc leadership: ‘Let her take it … doesn’t matter if Congress objects’,sarcastic,0.4
A Communist compromising with capitalism: How Buddhadeb crossed Red’s lines,sarcastic,0.5
‘Maithili aa gayi hai’: 25-yr-old strikes new note but can she drown out caste?,non-sarcastic,0.95
IndiGo: Turbulent skies,non-sarcastic,0.9
Jaishankar meets Taliban’s Industry and Commerce Minister Azizi,non-sarcastic,1.0
Decode Politics: Why Stalin has framed DMK vs NDA poll fight as ‘Aryan-Dravidian battle’,non-sarcastic,0.95
Lok Sabha passes Bill for repealing or amending obsolete laws,non-sarcastic,1.0
Another warming up in Maharashtra? Uddhav Sena has praise for Devendra Fadnavis  ,sarcastic,0.5
"Today in Politics: As exit polls put Congress ahead in Haryana, party faces crucial decision – who will be its CM face?",non-sarcastic,0.9
"‘Every inch a Pawar kin’: In Baramati, a new scion rises as Yugendra battles it out with Ajit",non-sarcastic,0.9
"As Congress revives MGNREGA as a rallying cry, how BJP plans to fight back",non-sarcastic,0.95
"In battle of Shiv Senas, 49 seats to decide who gets bragging rights: Eknath Shinde or Uddhav Thackeray",non-sarcastic,0.95
Analyse past year’s terror cases and boost capabilities: Amit Shah at anti-terror conference,non-sarcastic,1.0
"As Siddaramaiah contests prosecution sanction against him, how different govts, governors have used it",non-sarcastic,1.0
"‘1 lakh Matuas vs 50 lakh Muslims’: Why a Union Minister’s remark, SIR have rattled BJP’s Matua base in Bengal",non-sarcastic,0.9
"Six months after BJD debacle, why Naveen Patnaik has joined INDIA chorus against EVMs",sarcastic,0.45
$120 million committed to Chabahar port in Iran completely paid: India,non-sarcastic,1.0
Decode Politics: Why Anand Sharma request to vote via postal ballot was denied,non-sarcastic,0.95
"‘I told them if you lock me from outside, I’ll lock from inside. They stopped’: Morarji Desai on his jail time",sarcastic,0.5
"Indian student's body recovered from river in Russia, family urges Govt. for urgent repatriation",non-sarcastic,1.0
Newsmaker | KCR’s nephew booked in phone tapping case: Who is T Harish Rao?,non-sarcastic,1.0
NSA Doval invites Bangladesh counterpart to Colombo Security Conclave in Delhi,non-sarcastic,1.0
"Festive buy, GST rate cut drive record car sales",non-sarcastic,1.0
"After candidate lists, PDP hit by desertion as disquiet grows over ‘preference’ for turncoats over loyalists",non-sarcastic,0.95
Defamation case: Rahul says case filed out of political malice; U.P. court fixes March 9 as next date of hearing,non-sarcastic,1.0
"Decode Politics: ‘Bharat Mata’, ‘Mother India’, ‘Vande Mataram’: As another row erupts, what lies beneath",non-sarcastic,1.0
"Rahul doubles down on ‘vote theft’ charge, seeks Karnataka govt probe; EC hits back",non-sarcastic,0.95
"PM Modi’s four key ‘castes’ – women, youth, farmers, poor – figure in I-Day speech. How do they fare?",sarcastic,0.45
"India's drug regulator inspected 90% of cough syrup makers, found lapses, official says",non-sarcastic,1.0
Maoists offer to surrender by February 15 in letter to three CMs,non-sarcastic,0.95
Today in Politics: What the Malegaon verdict means politically,non-sarcastic,1.0
Supreme Court seeks ED's response on journalist's bail plea in money laundering case,non-sarcastic,1.0
"Modi ‘tough as hell’, says Trump; once again claims credit for ending Indo-Pak conflict",sarcastic,0.65
"UP BJP chief breakthrough soon, choice narrows down to Dalit, OBC or Brahmin",sarcastic,0.55
RSS-backed trade union to launch nationwide protest against Centre over workers’ issues on February 25,non-sarcastic,0.95
"In Arvind Kejriwal’s New Delhi seat, it is a battle between ‘ek Dilli ka beta’ and ‘do CM ke bete’",non-sarcastic,0.9
"How many BPL families in Himachal? Cong govt orders re-survey, BJP calls move ‘political’",non-sarcastic,0.9
States will have to abide by terms of Samagra Shiksha to receive funds: Pradhan,non-sarcastic,1.0
"Jailed Engineer Rashid stirs up Baramulla fray, may dent Sajad Lone base, give Omar a leg-up",non-sarcastic,1.0
"Opposition banks on ‘social justice’ card with V-P nominee Justice Sudershan Reddy, pitches it as ‘ideological battle’",sarcastic,0.4
"Chandra Shekhar Aazad: ‘If anyone faces consequences of UP order banning caste rallies, it will be BJP allies’",non-sarcastic,0.9
Today in Politics: Supreme Court to hear pleas challenging Waqf Act,non-sarcastic,1.0
"Decode Politics: Delimitation and the Sangh — As RSS raises concern, where BJP, Opposition parties stand",non-sarcastic,1.0
Delhi court order exposes govt.’s misuse of investigative agencies for political ends: Opposition,non-sarcastic,1.0
"People of Iran must stand united against ""ploys"" of U.S., Israel, says PDP chief",non-sarcastic,0.95
"A CM, a film star and a tragedy: A Hyderabad post-script with twists",sarcastic,0.45
ED attaches assets worth ₹11.26 crore in cyber fraud case,non-sarcastic,1.0
PSU signs pact with France’s Safran group to make advanced defence systems in India,non-sarcastic,1.0
"PM Modi, Netanyahu discuss wide range of issues aimed at boosting bilateral ties",non-sarcastic,1.0
"Amid row with Centre over PMAY, Mamata govt goes big on housing scheme before polls",non-sarcastic,0.95
Why BJP finds itself on unsure footing in Haryana,non-sarcastic,1.0
"Mehbooba Mufti interview: ‘Omar just toeing BJP line on statehood … Vajpayee’s Insaniyat, Jamhuriyat, Kashmiriyat is the only way forward’",sarcastic,0.55
"At G-20 summit, Modi promotes ‘integral humanism’, proposes new initiatives on health, skills",non-sarcastic,1.0
"Who is Karnataka BJP MLA Munirathna Naidu, arrested for ‘harassing’ contractor, charged with using casteist language?",non-sarcastic,0.95
"From the Urdu Press: ‘SC ruling in Umar Khalid, Sharjeel Imam case a travesty of justice’, ‘Mamata, BJP must dial down heat’",non-sarcastic,1.0
"O Pannneerselvam finds second life in DMK, promised Speaker’s post: Why Stalin brought former CM in from the cold",sarcastic,0.7
"Poised to become Vice-President, low-key Radhakrishnan checks all the BJP boxes",sarcastic,0.45
"Budget reflects India’s ‘yearning’ to become a developed nation, says PM Modi",non-sarcastic,0.1
"Home turf of CM Yogi, new UP BJP chief, Gorakhpur back in focus as key power centre",non-sarcastic,1.0
"As Kolkata doctors’ protest rolls on, is Mamata Banerjee stooping to conquer?",sarcastic,0.65
‘Modi has turned every election into a panchayat poll… crossed Laxman Rekha’: Prakash Ambedkar,sarcastic,0.5
Today in Politics: SC to hear pleas challenging Waqf Act; Cong to launch ‘Jai Hind Sabhas’ on national security,non-sarcastic,1.0
T.N. files review in Supreme Court against Dashwanth’s acquittal in sexual assault and murder of minor,non-sarcastic,1.0
Supreme Court to hear Sabarimala review pleas on February 16,non-sarcastic,1.0
"CWG taint fading, but is a comeback too wishful for Suresh Kalmadi, the face of Pune, friend of Pawar to Gandhis?",sarcastic,0.5
"Ashok Gehlot accuses Centre of ‘selling’ Aravallis, alleges conspiracy behind policy changes",non-sarcastic,1.0
"India, Russia intensify consultations ahead of Putin’s Delhi visit",non-sarcastic,1.0
"Govt wants to pass sports Bill this session, but Opposition sticks to SIR demand: Can Parliament stalemate end?",non-sarcastic,0.95
Indian national freed by Houthis after nearly 5-month detention,non-sarcastic,1.0
"Patna women send powerful message in Bihar election year, win key posts in students’ union polls",non-sarcastic,0.95
"Dharmendra Pradhan interview: ‘Whatever the number (of seats), NDA is together … Nitish the tallest leader in Bihar’",non-sarcastic,0.95
CBI opposes Mahua Moitra’s plea against Lokpal order,non-sarcastic,1.0
"Bhupinder Hooda: ‘Rahul Gandhi has said Haryana LoP will be named after district committee, PCC office-bearers are in place’",non-sarcastic,0.95
"Meet R Sudha, Congress’s rising MBC face from Tamil Nadu: Lawyer to Bharat Jodo Yatri to first-time MP",non-sarcastic,1.0
Elections in 2025: When the index fingers turned some tables,non-sarcastic,0.95
"As Sonia, Priyanka keep up heat on Modi govt over Gaza, a look at Cong’s stand on Palestine",non-sarcastic,0.95
Siddaramaiah govt set to go for fresh SC survey as sub-quota push runs into hurdle,non-sarcastic,0.95
‘This is real Diwali for us’: Maharashtra BJP claims a boost as Jarange-Patil defuses own quota bomb,sarcastic,0.55
"3 men ‘linked’ to it killed over Punjab attacks, what is Khalistan Zindabad Force",non-sarcastic,1.0
"Today in Politics: Amit Shah, D K Shivakumar to attend Shivratri celebrations in Coimbatore",non-sarcastic,1.0
"CPI general secretary Raja calls for Left unity, warns of ‘fascist threat’ to Constitution",non-sarcastic,1.0
"Sagarika Ghose, Rajya Sabha MP (TMC): ‘Bangla speakers being targeted under linguistic terror… unacceptable’",non-sarcastic,0.95
Today in Politics: Congress to begin vetting candidates for Haryana Assembly polls,non-sarcastic,1.0
Union Cabinet approves converting North and South Blocks into museum,non-sarcastic,1.0
"Bihar elections: Across parties and polls, women, youth remain focus of election promises",non-sarcastic,0.95
"UP bypolls a shot in the arm for Yogi, state BJP; two seats in bag after decades",non-sarcastic,0.95
Akhilesh Yadav’s trusted aide faces backlash for calling Rajput ruler Rana Sanga a ‘traitor’: Who is Ramji Lal Suman?,non-sarcastic,1.0
"On Congress’s roadmap for Gujarat revival, focus on electoral rolls, building local leadership",non-sarcastic,0.95
"Tirupati temple ‘donation box scam’: YSCRP again in TDP govt crosshairs, Jagan party alleges vendetta",non-sarcastic,0.95
AI grounds Boeing 787-8 plane after pilot reportsfuel switch malfunction,non-sarcastic,1.0
"In DUSU polls, BJP, Cong take gloves off, line up key faces, national planks",non-sarcastic,0.95
Mahua Moitra: ‘I have eight years of development (in my seat). And I speak up in Parliament. I will continue to do those things in new term’,non-sarcastic,1.0
Supreme Court asks government to consider a law against ridicule of PwDs,non-sarcastic,1.0
BJP hopes GT Road will lead it to third straight term in Haryana,non-sarcastic,1.0
"Iftar and BJP allies: JD(U), TDP measure lay of the table",sarcastic,0.5
"Of devs, devniti in Himachal: How age-old traditions enter campaign",non-sarcastic,0.95
"Aaditya Thackeray interview: ‘Forget friends, today’s BJP will eat its own… Where is the original BJP in BJP?… Fadnavis ji has finished them off’",sarcastic,0.7
"As Martyrs’ Day triggers a political row in Kashmir, why it remains a flashpoint nearly a century later",non-sarcastic,0.0
"Akash Anand’s roller-coaster in BSP continues, gets new role, stirs talk of chief post",sarcastic,0.45
‘I am broken’: Sole survivor of Air India Ahmedabad plane crash appeals for welfare package,non-sarcastic,1.0
Bihar elections: Why Bhojpuri singer-actor Pawan Singh is back in leading role for BJP,non-sarcastic,0.95
Why PM Modi talked about CM Modi’s celebration of the Constitution,non-sarcastic,0.9
"Buoyed by ‘ghar wapasi’ of Akali Dal rebels, Sukhbir eyes return to the game",non-sarcastic,0.9
"800 kms from Ayodhya, a Babri Masjid-Ram Mandir replica showdown fuels a fresh political row in Bengal",sarcastic,0.45
Afghan Minister Azizi’s visit was very successful and productive: MEA,non-sarcastic,1.0
"In Bengal’s Congress stronghold, BJP’s ‘Nirbhaya Didi’ creates ripples: Who is Sreerupa Mitra-Chaudhary?",non-sarcastic,0.95
Rajnath Singh commissions ICG’s pollution control vessel ‘Samudra Pratap’ in Goa,non-sarcastic,1.0
"Sikh pilgrims from India enter Pakistan, first major crossing since Pahalgam attack",non-sarcastic,0.95
What lies beneath Maharashtra Lok Sabha results: Seats dip but BJP holds on to its lead in vote share,non-sarcastic,0.95
"Modi highlights substantive outcomes of Jordan visit, says ties expanded across key sectors",non-sarcastic,1.0
"Supreme Court condones CBI’s 1,373-day delay in challenging  Amit Jogi’s acquittal in 22-year old murder case",non-sarcastic,0.95
Prashant Kishor interview: ‘Our democracy is not weak… Those who are saying one will lose one’s voting rights are fools’,non-sarcastic,0.9
It’s BJP versus its own government in Madhya Pradesh as party tries to set house in order,sarcastic,0.65
"As Akhilesh shifts to Lok Sabha, SP looks to balance caste, oratory factors for new UP LoP",non-sarcastic,1.0
Natural farming addresses challenges in agricultural sector: PM Modi,non-sarcastic,1.0
Buoyed MVA faces alliance test in Assembly polls: CM face to seat-sharing to game plan,non-sarcastic,1.0
"Over 20 private schools in Noida receive hoax bomb threat emails, security checks launched",non-sarcastic,1.0
Unnao rape survivor to move Supreme Court against suspension of Sengar’s jail term,non-sarcastic,1.0
DMK and allies set for clean sweep in Tamil Nadu as BJP fails to make inroads it hoped for,non-sarcastic,0.95
Opposition steps up attack on Petroleum Minister Hardeep Singh Puri over Epstein Files,sarcastic,0.85
Editors Guild of India announces new office bearers for 2025-26,non-sarcastic,1.0
Today in Politics: PM Modi to hold roadshow in Kolkata; Rahul-Akhilesh rally in Varanasi,non-sarcastic,1.0
Army chief charts three-phase plan to build future-ready force by 2047,non-sarcastic,1.0
"Looking to step up OBC outreach after Lok Sabha setback, BJP falls back on Shivraj Chouhan",non-sarcastic,0.9
"‘No factional feuds in MP Cong’, says party head amid rumblings over new DCC chiefs",sarcastic,0.45
Ajit Pawar: ‘Maharashtra doesn’t vote on caste… I don’t see OBCs rallying behind Mahayuti to a great extent’,sarcastic,0.6
Why BJP push for ‘love jihad’ law in Maharashtra may hit turbulence,non-sarcastic,1.0
BJP looks to unveil new president soon as it clears the decks in states,non-sarcastic,0.95
"Budget session roiled by Waqf storm, deepens  govt, Oppn divide – tariffs to Birla, Sonia row",non-sarcastic,0.95
Maan ki Baat: PM Modi urges citizens to ‘be alert against digital arrest scams’,non-sarcastic,1.0
"Who is Ariba Khan, Congress candidate taking on AAP’s Amanatullah Khan from Okhla in Delhi Assembly polls?",non-sarcastic,1.0
"Centre’s draft explosive rules, and why it is BJP now feeling the heat of Thrissur Pooram fireworks",sarcastic,0.55
"As Hooda curveball delays Congress list, rebels enter poll fray",non-sarcastic,0.95
"Ajit Pawar, set to take oath as Maharashtra Deputy CM, looks forward to his moment in the sun, leaving behind uncle’s shadow",sarcastic,0.5
"Decode Politics: What is in the Telangana caste survey report, why it is important",non-sarcastic,1.0
"Maharashtra is in its pocket, but why Mahayuti is still ironing out the wrinkles",sarcastic,0.65
"How Modi govt’s major schemes fared in Budget: Biggest outlay hike for PM Awas, ration scheme allocation declines",non-sarcastic,1.0
"As Sukhbir Singh Badal resigns, what next for Akali Dal?",non-sarcastic,1.0
Nirmala Sitharaman: ‘We respect him (General Naravane)… Rahul Gandhi used his name and heft to mock’,non-sarcastic,0.95
"How the Maharashtra battle is shaping up: ‘Congress, BJP will stay where they are … Is baar toh khichdi pakne wali hai’",sarcastic,0.6
"Decode Politics: Under ED scanner, why TN Minister Periyasamy is key to DMK game plan in 2026 polls",non-sarcastic,0.95
Decode Politics: Why Omar Abdullah stands apart from his colleagues in J&K Ramzan charity row,non-sarcastic,1.0
"DRDO demonstrates SFDR technology, India joins elite missile capability club",non-sarcastic,1.0
"Nine months on, Rajasthan CM Bhajan Lal Sharma deals with crisis after crisis, tries to turn the page",non-sarcastic,0.9
"MVA under a cloud, Sanjay Raut says many in BJP keen on aligning with Sena (UBT), feeling ‘mutual’",sarcastic,0.5
"Newsmaker | Who is Tanaji Sawant, Sena minister who has brought ‘vomit’ into latest Mahayuti rift?",sarcastic,0.55
"From The Urdu Press: ‘Rumblings against BJP below surface in wave-less polls’, ‘Mamata’s shifting stance shows opportunism’",non-sarcastic,0.95
"Congress draft outlines roadmap to fight BJP: Social justice to quota, harmony to nationalism",non-sarcastic,0.95
Display of eatery owner’s ID: Congress asks Himachal minister to explain,non-sarcastic,1.0
"Congress ignored Sardar Patel’s contribution, says BJP chief",non-sarcastic,0.95
"On campaign last day, Tejashwi turns 36: ‘PM, CM, ministers, agencies join hands to stop me’",sarcastic,0.5
"In report to MHA on Murshidabad violence, West Bengal governor flags ‘twin spectre of radicalisation and militancy’",non-sarcastic,1.0
Very optimistic: India on possibility of sealing trade deal with Oman during PM Modi's visit,non-sarcastic,0.95
"Engineer Rashid causes Baramulla upset from jail, leads with 1.7 lakh margin",non-sarcastic,0.95
TDP first party to get an office in new Parliament building; AAP also gets a room in House,non-sarcastic,1.0
"‘Love, land, vote jihad’, Article 370, Waqf board, Razakars: Hindutva bubbles up in BJP Maharashtra push",sarcastic,0.45
Bangladeshi national arrested in Agartala allegedly involved in human trafficking,non-sarcastic,1.0
"CBI charges 30 people, including two Chinese nationals, in ₹1,000 crore cyber scam case",non-sarcastic,1.0
A few foreign leaders have commented on India's internal issues in recent past: Government tells Lok Sabha,non-sarcastic,1.0
"White collar terror module: SIA raids in Srinagar, Ganderbal",non-sarcastic,1.0
Suravaram Sudhakar Reddy’s battle with history: Rising from CPI ranks to steering it amid decline,non-sarcastic,0.95
Special NIA court orders attachment of property of U.S.-based Kashmiri activist,non-sarcastic,1.0
"Congress hopes to carry Telangana momentum into LS polls, but water crisis a hurdle",non-sarcastic,0.9
"Ambedkar Jayanti today, how BJP and allies, Opposition are trying to outdo each other",non-sarcastic,0.95
YSRCP has not done much for education or minorities; TDP-BJP alliance will work well: Narasaraopet candidate Devarayalu,non-sarcastic,1.0
"Former Home Secretary Bhalla is Governor of Manipur, Arif Khan goes to Bihar",non-sarcastic,1.0
Why Jyotiraditya Scindia is on governance overdrive in his Gwalior turf,non-sarcastic,0.9
MVA tensions rise as Congress leaders pitch for going solo amid Uddhav Sena heat ,non-sarcastic,0.95
Amit Shah interview: ‘The most important explanation of Mandate 2024 will be the people’s belief that the road the country is on is the right one’,non-sarcastic,1.0
"TN political row: M K Stalin-R N Ravi face-off is latest in several run-ins between DMK govt, Raj Bhavan",non-sarcastic,1.0
Ramzan fasts to begin in India from February 19,non-sarcastic,1.0
"Today in Politics: As Haryana votes today, will turnout be higher than last time’s 68.31%? ",non-sarcastic,1.0
"Behind Sangh Parivar protests against Canada temple attacks, a push to bridge Punjab divide",non-sarcastic,0.9
Sukhvinder Sukhu the CM as Sukhvinder Sukhu the campaigner and husband,non-sarcastic,1.0
A Maharashtra poll effect in Punjab: Akalis question Damdami Taksal backing for BJP,non-sarcastic,0.95
"‘Cong govts did not conduct caste census, could not deal with terror. BJP is doing both’: Dharmendra Pradhan",non-sarcastic,1.0
"‘Liberation’ vs ‘Governance’: In Telangana, why BJP is doubling down on nationalism plank",non-sarcastic,0.9
Ban on Hurriyat outfits dims glimmer of hope about talks after Mirwaiz’s Delhi visit,non-sarcastic,0.95
"Today in Politics: Parliament to resume functioning after Govt, Opp end deadlock",non-sarcastic,0.95
"Amid Stalin’s Rs 5,000 payout, why women aid proves poll game changer, Maharashtra to Bihar",non-sarcastic,0.95
"Finding NiMo: At JDU, BJP party offices in Patna, all praise for the combination that clicked",sarcastic,0.65
‘Outside support to INDIA’: Signal to whom by Mamata Banerjee?,non-sarcastic,0.95
PM sacrificing farmers over U.S. trade deal: Rahul Gandhi,non-sarcastic,0.95
INDIA bloc writes to PM Modi seeking special Parliament session: ‘Serious questions facing the nation’,non-sarcastic,1.0
"Today in Politics | BJP’s back-to-back campaigns: Shah in Maharashtra, Modi in Jharkhand",non-sarcastic,1.0
"Earlier, untouchability was a thing to shame people; now it is reservation: Neeraj Ghaywan",sarcastic,0.6
"In Wayanad, Priyanka goes hyperlocal as Congress eyes victory margin for message",non-sarcastic,1.0
"Zomato, Swiggy offer increased payout to gig workers amid strike call by unions on New Year's Eve",non-sarcastic,1.0
Why Congress government in Telangana is on the defensive over University of Hyderabad protests,non-sarcastic,1.0
"Onion farmers back on the streets in Maharashtra, this time over export duty, slam govt’s ‘crocodile tears’",sarcastic,0.65
"Amid Maharashtra quota ferment, faultlines between OBCs, Marathas deepen ahead of Assembly polls",non-sarcastic,1.0
Why Bihar electoral roll revision has some of BJP’s allies feeling uneasy,non-sarcastic,1.0
"Post Op Sindoor, more lessons learned, need to be incorporated into model: CDS on theaterisation",non-sarcastic,1.0
"The Kerala Story enters political theatre: As more dioceses line up release in state, BJP cheers",sarcastic,0.5
"‘Even if we don’t support you, you must stay strong on your path’: Manmohan, Vajpayee and an unlikely bond",non-sarcastic,0.95
"NDA, INDIA allies battle out in many J&K seats, face fewer ‘friendly fights’ in Haryana",non-sarcastic,0.95
Why Deepender Hooda’s Donald-McDonald sound bite is old potato,sarcastic,0.55
"Why JMM, Congress are taking heart from Haryana poll results",non-sarcastic,0.9
Fadnavis kin to six of Sena leader’s family: Mahayuti dynasts dominate local body polls,sarcastic,0.55
"Putin dinner row: As Rahul Gandhi, Kharge are not invited, a diplomatic tradition fades away",sarcastic,0.45
Ex-servicemen’s unwavering courage continues to inspire every Indian: President on Veteran’s Day,non-sarcastic,1.0
Delhi blast toll rises to 14; police probe university links to attack,non-sarcastic,1.0
"SIR is a purification of voter lists, says Shah",sarcastic,0.55
"Despite jolts, how AIMIM pulled off its best show in Maharashtra civic polls",non-sarcastic,0.95
"Indore water tragedy: PM Modi stays silent whenever poor die, says Rahul Gandhi",non-sarcastic,0.95
"‘Unless infiltration, narco-terrorism and destruction of Manipur’s social fabric addressed, PM’s appeal for peace hollow’: COCOMI leader",non-sarcastic,0.9
"Decode Politics: Kabutarkhanas, demolition, and an elephant named Mahadevi. Why Jains are unhappy with BJP",non-sarcastic,0.95
"Mani Shankar Aiyar: ‘Cong should be ready to not be INDIA bloc leader… There is competence in Mamata, others (to be its leader)’",non-sarcastic,0.95
Indian-Canadian man shot dead in Toronto parking lot,non-sarcastic,1.0
Gauri Lankesh murder accused removed from Shiv Sena after Eknath Shinde steps in: Who is Shrikant Pangarkar?,non-sarcastic,1.0
"‘BJP gets votes only due to Modi, and this time there is no Modi wave’: Congress Bastar candidate",non-sarcastic,0.9
Who is Pratik Jain? Inside the rise of I-PAC’s key strategist at the centre of the ED-TMC faceoff,non-sarcastic,1.0
"Despite angry farmers in Punjab, why BJP hopes to double Lok Sabha vote share, win 2027 Assembly polls",non-sarcastic,0.9
"Over 90 laws still discriminate against people with leprosy, NHRC tells Supreme Court",non-sarcastic,1.0
Congress accuses Modi government of reviving Manusmriti principles in labour policy,non-sarcastic,1.0
Decode Politics: Why Kerala Vigilance’s push for CBI probe against Satheesan has fuelled LDF vs UDF battle,non-sarcastic,1.0
"From the Urdu Press: ‘World must rise to end Israel, Iran war’, ‘Rahul’s social justice pitch rings hollow for Telangana Muslims’",non-sarcastic,0.95
‘Unfair to say BJP high command was aware of Prajwal Revanna case… Or why would we let him contest?’: Karnataka BJP chief,sarcastic,0.6
"Amid the fast-moving changes in Haryana, an old hand: Bhupinder Singh Hooda",non-sarcastic,0.95
"77th Republic Day: PM Modi's deep maroon, golden motif turban steals show",non-sarcastic,0.95
"Deportation in handcuffs: Before Opposition MPs, Colombia, Brazil saw red",non-sarcastic,0.9
"Amid TMC surge in Bengal, Adhir Ranjan Chowdhury stares at defeat in Baharampur",non-sarcastic,0.95
"From Paris Olympics, lessons for Indian politicians on both sides of the aisle",sarcastic,0.45
"ED attaches ₹1,885 crore in assets linked to Reliance Anil Ambani Group to recover ‘bank dues’",non-sarcastic,0.95
"84.5% of 1.52 lakh waste-pickers profiled so far come from SC, ST, and OBC communities",non-sarcastic,1.0
ED files supplementary prosecution complaint against Robert Vadra in Sanjay Bhandari case,non-sarcastic,1.0
